"x","y","std_beta","95CI_min","95CI_max","Fstat","pval","x_category","y_category","pval_fdr","pval_sig","pval_fdr_sig","std_beta_sig","std_beta_fdr_sig"
"CT_comp1","FLAIR_median_WMH","0.0731143382892503","-0.107047671455071","0.253276348033571","6.22227782822111",0.423077364696503,"Atrophy","FLAIR",0.685119608056875,NA,NA,NA,NA
"CT_comp1","FLAIR_median_WMH_frontal","0.0418920529613318","-0.144382160848151","0.228166266770814","3.99712037548462",0.656769990268125,"Atrophy","FLAIR",0.836273575560112,NA,NA,NA,NA
"CT_comp1","FLAIR_median_WMH_occipital","-0.0416268677567788","-0.237291802697517","0.154038067183959","0.976069404087912",0.674199796623441,"Atrophy","FLAIR",0.842749745779301,NA,NA,NA,NA
"CT_comp1","FLAIR_median_WMH_parietal","0.0665099113959315","-0.103786228437395","0.236806051229258","10.3321841403152",0.440689226151202,"Atrophy","FLAIR",0.694333507440801,NA,NA,NA,NA
"CT_comp1","FLAIR_median_WMH_temporal","0.153377876079147","-0.0242747418537022","0.331030494011996","7.20301655571165",0.0899233963768453,"Atrophy","FLAIR",0.351095332467364,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH","-0.0419061613631691","-0.221310027241728","0.13749770451539","6.09115566335784",0.644415438994157,"Atrophy","FLAIR",0.831179699927494,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH_frontal","0.00966579818139148","-0.175625238223815","0.194956834586598","3.94361006641598",0.917868984833156,"Atrophy","FLAIR",0.948851904152419,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH_occipital","-0.109594748830417","-0.303143403971344","0.08395390631051","1.25517429746983",0.264316685625358,"Atrophy","FLAIR",0.573461049550137,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH_parietal","-0.108326822177961","-0.276826091795403","0.0601724474394814","10.6798253276233",0.205388754834233,"Atrophy","FLAIR",0.498612644213895,NA,NA,NA,NA
"CT_comp2","FLAIR_median_WMH_temporal","-0.0179090747779556","-0.196717364479083","0.160899214923172","6.32030428270048",0.843064428251195,"Atrophy","FLAIR",0.927276251050697,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH","-0.092553450114419","-0.280801222207951","0.095694321979113","6.31399238072088",0.332106114548567,"Atrophy","FLAIR",0.633198428516723,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH_frontal","-0.0559725153587125","-0.250757534181893","0.138812503464468","4.03289603483571",0.570280620160711,"Atrophy","FLAIR",0.791607659713168,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH_occipital","-0.0889603501676697","-0.293167507107881","0.115246806772541","1.12255143283049",0.389923262544952,"Atrophy","FLAIR",0.667413089455536,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH_parietal","-0.151687486180099","-0.328083473190432","0.0247085008302338","11.1146314109765",0.0911916739889497,"Atrophy","FLAIR",0.354634287734804,NA,NA,NA,NA
"CT_comp3","FLAIR_median_WMH_temporal","-0.0409845849793561","-0.229092940504722","0.147123770546009","6.36524559498084",0.66681486234199,"Atrophy","FLAIR",0.84073578490015,NA,NA,NA,NA
"CT_comp4","FLAIR_median_WMH","0.0824715972565098","-0.0990472149335434","0.263990409446563","6.27196376158145",0.369963676392658,"Atrophy","FLAIR",0.65613861004518,NA,NA,NA,NA
